Symbol	Species
KTN1-AS1	mus musculus
LINC01087	mus musculus
HCG9	mus musculus
NKILA	mus musculus
Snhg15	mus musculus
Snhg4	mus musculus
Snhg7	mus musculus
LINC01140	mus musculus
LINC00511	mus musculus
Pantr1	mus musculus
ELF3-AS1	mus musculus
Neat1	mus musculus
CHL1-AS1	mus musculus
Snhg16	mus musculus
LINC00987	mus musculus
FBXL19-AS1	mus musculus
MIR23AHG	mus musculus
CCAT2	mus musculus
MIR503HG	mus musculus
LINC01711	mus musculus
AK006774	mus musculus
Snhg22	mus musculus
Oip5-as1	mus musculus
VCAN-AS1	mus musculus
TCONS_00147848	mus musculus
LINC01355	mus musculus
UNC5B-AS1	mus musculus
Ftx	mus musculus
ELFN1-AS1	mus musculus
Chaer	mus musculus
TP73-AS1	mus musculus
RP11-874J12.4	mus musculus
Paupar	mus musculus
LINC00665	mus musculus
GABPB1-AS1	mus musculus
MIR200CHG	mus musculus
LOC366613	mus musculus
LINC00261	mus musculus
Hand2os1	mus musculus
LINC00115	mus musculus
Snhg14	mus musculus
AATBC	mus musculus
HCG11	mus musculus
POLR1HASP	mus musculus
RBM5-AS1	mus musculus
HULC	mus musculus
Mir99ahg	mus musculus
LINC00839	mus musculus
ILF3-DT	mus musculus
Firre	mus musculus
SLC9A3-AS1	mus musculus
HCP5	mus musculus
LINC01132	mus musculus
LINC01508	mus musculus
RP11-283G6.5	mus musculus
DLEU1	mus musculus
DPP10-AS1	mus musculus
Dgcr5	mus musculus
LINC00632	mus musculus
Ptgs2os2	mus musculus
W42	mus musculus
LINC01116	mus musculus
ZFPM2-AS1	mus musculus
SLC25A25-AS1	mus musculus
Rian	mus musculus
WDFY3-AS2	mus musculus
RUSC1-AS1	mus musculus
MST1P2	mus musculus
FEZF1-AS1	mus musculus
LOC146880	mus musculus
AK136714	mus musculus
TCONS-00026762	mus musculus
CCDC26	mus musculus
AFAP-AS1	mus musculus
LINC00473	mus musculus
Mlip	mus musculus
USP30-AS1	mus musculus
TRPM2-AS	mus musculus
LINC00173	mus musculus
CCDC144NL-AS1	mus musculus
MT1JP	mus musculus
DLEU2L	mus musculus
GHRLOS	mus musculus
LINC01929	mus musculus
STXBP5-AS1	mus musculus
SLCO4A1-AS1	mus musculus
EGOT	mus musculus
LINC02308	mus musculus
CTD-2245E15.3	mus musculus
CTBP1-DT	mus musculus
LOXL1-AS1	mus musculus
SUMO1P3	mus musculus
LINC02474	mus musculus
LIPE-AS1	mus musculus
MTX2-6	mus musculus
LINC01003	mus musculus
LOC648987	mus musculus
THAP9-AS1	mus musculus
ACTA2-AS1	mus musculus
lnc-HLX-2-7	mus musculus
LINC01303	mus musculus
OSER1-DT	mus musculus
LINC00221	mus musculus
PWAR6	mus musculus
SOCS2-AS1	mus musculus
TDRG1	mus musculus
FAM238C	mus musculus
DLGAP1-AS1	mus musculus
TMPO-AS1	mus musculus
NOP14-AS1	mus musculus
LIFR-AS1	mus musculus
Dleu2	mus musculus
GATA3-AS1	mus musculus
DDX11-AS1	mus musculus
OGFRP1	mus musculus
Ttc3-209	mus musculus
FAM201A	mus musculus
HOXA-AS2	mus musculus
LINC01291	mus musculus
LINC00504	mus musculus
CASC15	mus musculus
Tincr	mus musculus
NCK1-DT	mus musculus
ZNF561-AS1	mus musculus
LINC00477	mus musculus
HLA-F-AS1	mus musculus
Snhg25	mus musculus
Jpx	mus musculus
GRHL2-DT	mus musculus
BCAR4	mus musculus
MAPKAPK5-AS1	mus musculus
Fer1l4	mus musculus
LINC00662	mus musculus
CERS6-AS1	mus musculus
LINC00461	mus musculus
CCNL1-3:1	mus musculus
Snhg20	mus musculus
Mir205hg	mus musculus
LINC01278	mus musculus
RAET1K	mus musculus
Mir22hg	mus musculus
UBA6-DT	mus musculus
BC037916	mus musculus
SBF2-AS1	mus musculus
TUSC7	mus musculus
Gan	mus musculus
PGM5-AS1	mus musculus
PCAT6	mus musculus
LINC00689	mus musculus
TTN-AS1	mus musculus
BLACAT1	mus musculus
LINC00466	mus musculus
LINC00963	mus musculus
LINC00525	mus musculus
LINC01426	mus musculus
KCNMB2-AS1	mus musculus
RAD51-AS1	mus musculus
LINC00844	mus musculus
RP11-705C15.3	mus musculus
FOXD1-AS1	mus musculus
Iqank1	mus musculus
E2F4as	mus musculus
A2M-AS1	mus musculus
LINC00239	mus musculus
Mir155hg	mus musculus
LINC00857	mus musculus
Wt1os	mus musculus
HIF1A-AS1	mus musculus
Gnasas1	mus musculus
CASC2	mus musculus
GNAT1-1	mus musculus
LINC01234	mus musculus
VIM-AS1	mus musculus
LOC441178	mus musculus
LINC00671	mus musculus
TNK2-AS1	mus musculus
PRR34-AS1	mus musculus
AFAP1-AS1	mus musculus
Snhg29	mus musculus
LINC01232	mus musculus
LINC01315	mus musculus
LINC01260	mus musculus
LINC01436	mus musculus
LINC00355	mus musculus
PTPRG-AS1	mus musculus
FOXD2-AS1	mus musculus
SH3PXD2A-AS1	mus musculus
FALEC	mus musculus
LINC00589	mus musculus
RPS10P7	mus musculus
SFTA1P	mus musculus
Spats2	mus musculus
LINC00210	mus musculus
ZNF503-AS1	mus musculus
MKLN1-AS	mus musculus
LINC01106	mus musculus
SPRY4-IT1	mus musculus
LINC00339	mus musculus
LINC00324	mus musculus
Oip5os1	mus musculus
LINC00519	mus musculus
Ankrd40cl	mus musculus
XLOC_032768	mus musculus
LINC01134	mus musculus
LINC01694	mus musculus
Hotairm1	mus musculus
GAS6-DT	mus musculus
LINC00588	mus musculus
HCG18	mus musculus
Ufc1	mus musculus
LIMD1-AS1	mus musculus
Mir124a-1hg	mus musculus
LINC00467	mus musculus
ASB16-AS1	mus musculus
LINC00342	mus musculus
LINC00114	mus musculus
EBLN3P	mus musculus
GHET1	mus musculus
CEBPA-DT	mus musculus
RGMB-AS1	mus musculus
GUSBP5-AS	mus musculus
ATP2B1-AS1	mus musculus
FAM66C	mus musculus
RHPN1-AS1	mus musculus
CNN3-206	mus musculus
GAS6-AS1	mus musculus
MIR4435-2HG	mus musculus
ODSM	mus musculus
LNCOC1	mus musculus
Gm12610	mus musculus
LINC02595	mus musculus
AL049437	mus musculus
PCAT1	mus musculus
LINC01093	mus musculus
MATN1-AS1	mus musculus
HOXB-AS3	mus musculus
Hal	mus musculus
Car10	mus musculus
ATB	mus musculus
LOC285194	mus musculus
FLANC	mus musculus
Lncpint	mus musculus
PCGEM1	mus musculus
LINP1	mus musculus
lnc010561	mus musculus
LNC011331	mus musculus
LNC00673	mus musculus
PRKCZ-AS1	mus musculus
LINC00908	mus musculus
ZEB1-AS1	mus musculus
LINC00703	mus musculus
Cir1	mus musculus
F11-AS1	mus musculus
RP1-93H18.6	mus musculus
Efna1	mus musculus
GMDS-DT	mus musculus
CR749391	mus musculus
LINC02883	mus musculus
NNT-AS1	mus musculus
RP5-833A20.1	mus musculus
NR2F1-AS1	mus musculus
TOB1-AS1	mus musculus
Mycnos	mus musculus
NPTN-IT1	mus musculus
AC007271.3	mus musculus
ACART	mus musculus
THORLNC	mus musculus
RP11-468E2.5	mus musculus
LINC00174	mus musculus
LEF1-AS1	mus musculus
ZEB2-AS1	mus musculus
LINC01980	mus musculus
LINC01048	mus musculus
ENST00000413528	mus musculus
LINC02023	mus musculus
AOC4P	mus musculus
SLC25A5-AS1	mus musculus
LINC00968	mus musculus
MCM3AP-AS1	mus musculus
TFAP2A-AS1	mus musculus
LINC00994	mus musculus
LINC00052	mus musculus
AK038897	mus musculus
PXN-AS1-L	mus musculus
Trp53cor1	mus musculus
OTUD6B-AS1	mus musculus
FAM84B-AS	mus musculus
LINC01857	mus musculus
LINC00518	mus musculus
SAP30L-AS1	mus musculus
NR2F2-AS1	mus musculus
HIF1A-AS2	mus musculus
PCA3	mus musculus
GREP1	mus musculus
LINC01133	mus musculus
ZFHX4-AS1	mus musculus
LOC111365171	mus musculus
LINC00707	mus musculus
LOC134466	mus musculus
AC003092.1	mus musculus
UBE2CP3-001	mus musculus
GACAT3	mus musculus
LINC01433	mus musculus
Gm6135	mus musculus
MAP3K20-AS1	mus musculus
BABAM2-AS1	mus musculus
lncR-D63785	mus musculus
LINC000607	mus musculus
RP11-79H23.3	mus musculus
BANCR	mus musculus
DBH-AS1	mus musculus
OECC	mus musculus
LINC00888	mus musculus
LINC00460	mus musculus
LINC01512	mus musculus
PANDAR	mus musculus
TCONS_00026907	mus musculus
UCC	mus musculus
SCHLAP1	mus musculus
LINC-ROR	mus musculus
RP11-708H21.4	mus musculus
LINC00312	mus musculus
LINC00673	mus musculus
MHENCR	mus musculus
OTUB1-isoform 2	mus musculus
LINC00649	mus musculus
LINC01123	mus musculus
BVES-AS1	mus musculus
LIT3527	mus musculus
C2dat2	mus musculus
CASC19	mus musculus
ZNF281	mus musculus
LINC00858	mus musculus
TP53TG1	mus musculus
MIRF	mus musculus
LINC00313	mus musculus
RP11-476D10.1	mus musculus
Tmc6	mus musculus
Gm5524	mus musculus
Gm15645	mus musculus
Ager	mus musculus
PTENP1	mus musculus
RP11-462C24.1	mus musculus
RP11-284F21.9	mus musculus
PSMA3-AS1	mus musculus
BCYRN1	mus musculus
Gm43050	mus musculus
FAM230B	mus musculus
SENCR	mus musculus
RP11-400N13.3	mus musculus
4930556M19Rik	mus musculus
LINC01198	mus musculus
LINC01410	mus musculus
GSEC	mus musculus
PICSAR	mus musculus
LINC00475	mus musculus
LINC01705	mus musculus
THRIL	mus musculus
RP11-480I12.5-004	mus musculus
RCC2-AS1	mus musculus
H1-10-AS1	mus musculus
IGFBP4-1	mus musculus
LINC01535	mus musculus
Snhg9	mus musculus
SEPTIN14P20	mus musculus
SCAMP1-TV2	mus musculus
TCONS_00016406	mus musculus
PAX8-AS1-N	mus musculus
Myh11	mus musculus
NIHCOLE	mus musculus
AC023794.4-201	mus musculus
LINC01503	mus musculus
LETR1	mus musculus
RP11-59H7.3	mus musculus
NR_136400	mus musculus
Gm11496	mus musculus
CACNA1G-AS1	mus musculus
EMBP1	mus musculus
LINC00520	mus musculus
ZNF667-AS1	mus musculus
MEG3-210	mus musculus
RGD1566344	mus musculus
ST8SIA6-AS1	mus musculus
LNC_000898	mus musculus
AK001058	mus musculus
PIK3CD-AS1	mus musculus
Gpr19	mus musculus
DUXAP10	mus musculus
LNCRNA-ATB	mus musculus
IDH1-AS1	mus musculus
SLC26A4-AS1	mus musculus
lncRNA-u50535	mus musculus
EGFR-AS1	mus musculus
MYOSLID	mus musculus
NR024118	mus musculus
LINC00319	mus musculus
FLVCR1-DT	mus musculus
SAMD12-AS1	mus musculus
CCAL	mus musculus
LINC00668	mus musculus
SLC16A1-AS1	mus musculus
ANCR	mus musculus
PTTG3P	mus musculus
Lnc01296	mus musculus
RP5-1120P11.3	mus musculus
Scarna10	mus musculus
Gm15621	mus musculus
PRDM16-DT	mus musculus
LINC01139	mus musculus
CASC11	mus musculus
NR4A1AS	mus musculus
C1QTNF1-AS1	mus musculus
Meltf	mus musculus
Scamp1	mus musculus
TUBA4B	mus musculus
Oprm1	mus musculus
LINC01579	mus musculus
IRF1-AS	mus musculus
LINC01018	mus musculus
LINC01419	mus musculus
Kcna3	mus musculus
AK139328	mus musculus
LINC01638	mus musculus
Dlx6os1	mus musculus
DMTF1v4	mus musculus
PRAL	mus musculus
PICART1	mus musculus
RAB11B-AS1	mus musculus
LINC00462	mus musculus
BISPR	mus musculus
lncAKHE	mus musculus
DNACR	mus musculus
PWRN1	mus musculus
BC032020	mus musculus
MTCO1P5	mus musculus
FGFR3-AS1	mus musculus
gadd7	mus musculus
ENSMUST00000134285	mus musculus
uc.38	mus musculus
EBF3-AS	mus musculus
LncRNA00364	mus musculus
LINC02633	mus musculus
HSP90AA1-IT1	mus musculus
HEIH	mus musculus
RPL13AP20	mus musculus
LDC1P	mus musculus
BALR6	mus musculus
uc.173	mus musculus
MIR31HG	mus musculus
Loc554202	mus musculus
MVIH	mus musculus
Cp	mus musculus
LINC00974	mus musculus
LincRNA-UFC1	mus musculus
LOC401317	mus musculus
CARL	mus musculus
DQ786227	mus musculus
Miat	rattus norvegicus
MALAT1	rattus norvegicus
Neat1	rattus norvegicus
LncAABR07025387.1	rattus norvegicus
AABR07017145.1	rattus norvegicus
KCNQ1OT1	rattus norvegicus
MEG3	rattus norvegicus
Pvt1	rattus norvegicus
Zfas1	rattus norvegicus
NONRATT013819.2	rattus norvegicus
NRAD1	rattus norvegicus
MBNL1-AS1	rattus norvegicus
Xist	rattus norvegicus
Tug1	rattus norvegicus
NONRATG019935.2	rattus norvegicus
CEBPA-DT	rattus norvegicus
Gas5	rattus norvegicus
MIR4435-2HG	rattus norvegicus
ATP2B1-AS1	rattus norvegicus
MAPKAPK5-AS1	rattus norvegicus
Tctn2	rattus norvegicus
Oip5-as1	rattus norvegicus
Hoxa11-as	rattus norvegicus
LINC00473	rattus norvegicus
LncRNA 4344	rattus norvegicus
TCONS_00041002	rattus norvegicus
Snhg7	rattus norvegicus
NORAD	rattus norvegicus
HCP5	rattus norvegicus
FAM201A	rattus norvegicus
Vof-16	rattus norvegicus
Snhg16	rattus norvegicus
PR11-364P22.2	rattus norvegicus
SOX2OT	rattus norvegicus
AK0205461	rattus norvegicus
RMST	rattus norvegicus
THRIL	rattus norvegicus
HAGLR	rattus norvegicus
MEG	rattus norvegicus
Snhg14	rattus norvegicus
LINC02288	rattus norvegicus
LEF1-AS1	rattus norvegicus
Snhg1	rattus norvegicus
Dancr	rattus norvegicus
LINC00052	rattus norvegicus
Snhg15	rattus norvegicus
HRIM	rattus norvegicus
CDKN2B-AS1	rattus norvegicus
LINC00472	rattus norvegicus
Snhg4	rattus norvegicus
KDM7A-DT	rattus norvegicus
RMRP	rattus norvegicus
BACE1-AS	rattus norvegicus
LINC00963	rattus norvegicus
Gm4419	rattus norvegicus
PEAMIR	rattus norvegicus
Crnde	rattus norvegicus
AK094457	rattus norvegicus
HOTTIP	rattus norvegicus
Ftx	rattus norvegicus
MGAT3-AS1	rattus norvegicus
MIRT1	rattus norvegicus
DGCR5	rattus norvegicus
SOX2-OT	rattus norvegicus
RP11-301G19.1	rattus norvegicus
UCA1	rattus norvegicus
FOXD3-AS1	rattus norvegicus
EGOT	rattus norvegicus
LNC_000052	rattus norvegicus
Snhg6	rattus norvegicus
Snhg8	rattus norvegicus
LINC00641	rattus norvegicus
HULC	rattus norvegicus
LOC285194	rattus norvegicus
LINC00261	rattus norvegicus
Fendrr	rattus norvegicus
TP53COR1	rattus norvegicus
AK139128	rattus norvegicus
Oprm1	rattus norvegicus
HOXA-AS2	rattus norvegicus
AFAP1-AS1	rattus norvegicus
Gpr19	rattus norvegicus
Snhg3	rattus norvegicus
Snhg12	rattus norvegicus
LINC00707	rattus norvegicus
gadd7	rattus norvegicus
FAF	rattus norvegicus
LINC00339	rattus norvegicus
SHNG5	rattus norvegicus
CARL	rattus norvegicus
BDNF-AS	rattus norvegicus
Ago2	rattus norvegicus
lnc-UIHTC	rattus norvegicus
TCONS_00034812	rattus norvegicus
MHRT	rattus norvegicus
CDT1	
BTRC	
CDC23	
ANAPC5	
ANAPC4	
DBF4	
LZTS1	
PCNT	
OBSL1	
ADAMTS1	
ROCK2	
PSMD3	
KIF22	
MSH3	
SLK	
APPL1	
IL10	
TNIK	
   CDK11A	
FAM83D	
BRD7	
DAPK3	
CDC25A	
SEPTIN6	
RFWD3	
GIGYF2	
POLA2	
SMC2	
PRKCA	
USP26	
HMMR	
STK24	
ZPR1	
SBK2	
RAD54B	
WEE2	
ANAPC16	
NKX3-1	
KLHL22	
PSMD8	
SETMAR	
PPP6C	
PSMB5	
PSMB6	
PSMB9	
PSMB8	
ANAPC15	
PRMT2	
AZI2	
YTHDC2	
EML3	
NSMCE2	
FBXL18	
BCAT1	
LATS2	
H7BYZ3	
REEP4	
MRE11	
TUBG2	
HAUS4	
KIF15	
POLE3	
SH2B1	
RMDN2	
CCNI2	
SIRT7	
STRADB	
FOXM1	
TAF2	
UBE2E2	
CEP295	
TNKS1BP1	
ANLN	
BRINP2	
PAK6	
GPR132	
CNOT6L	
JADE1	
INCENP	
AVEN	
BTG1	
SRSF2	
TAF1D	
WDHD1	
PRKACA	
FBXW11	
MAP4K4	
PSME1	
EML2	
SSNA1	
BCCIP	
PIM2	
ANAPC2	
ANAPC7	
DRG1	
CCNG2	
TUBD1	
MAP4	
PCNA	
DDB1	
XRCC3	
XRCC2	
CDKN2C	
CDKN2B	
CDKN2A	
PKN2	
CENPK	
BLM	
SPRY2	
CENPF	
CENPA	
J3QRK9	
RAD9B	
ATAT1	
PPP3CA	
TMEM14B	
GPSM2	
CNOT10	
LMNA	
LZTS2	
DIAPH1	
GEN1	
SPOUT1	
ECT2	
CNTD2	
FOXO4	
PKD1	
ZWILCH	
ERCC3	
FBXO31	
CHMP2B	
CAMK2A	
FAP	
CEP135	
KAT14	
TUBGCP6	
BUB1B	
RASA1	
CDCA5	
MCPH1	
CASP2	
PTTG1	
CENPT	
CDC26	
HUS1B	
GMNN	
CNOT8	
KIF18A	
NEDD1	
ZNF324	
E2F6	
SYF2	
DCDC2	
ECD	
RGS14	
CEP70	
NME6	
TACC1	
TOM1L1	
GJA1	
NIPBL	
NBN	
MSTO1	
HUS1	
HGF	
TUBGCP5	
TBL1X	
CKS1B	
PPM1D	
TUBB6	
SYCP2L	
BBS4	
PAK2	
MAP2K5	
RPA4	
PAK1	
SNX18	
NDEL1	
IK	
TBCD	
E4F1	
FSD1	
NGRN	
BORA	
RANGAP1	
PSRC1	
BRD4	
MCM2	
ZFYVE26	
TUBB1	
PLK3	
PSMB2	
PSMB3	
CLASP2	
CDK2AP2	
RAD17	
USP47	
DCTN3	
PIAS1	
PAK3	
L3MBTL1	
ZFYVE19	
FBXL15	
CHAMP1	
TPR	
CENPH	
AKAP8L	
TPX2	
NCAPH2	
DSN1	
MCM7	
VCPIP1	
PLAGL1	
CCP110	
UBE2S	
HSPA1A	
FZR1	
TUBB8	
CSNK1E	
CNOT6	
YEATS2	
KCNA5	
PRIM2	
PRIM1	
SMC3	
UBXN2B	
AURKC	
SOX4	
CDC42	
KIF20A	
HINFP	
TNKS	
ERCC1	
BMP4	
CEP164	
TRIM35	
NCAPG	
PHF8	
ZNF830	
HSP90AA1	
PML	
BRINP1	
NABP2	
RFPL1	
CDC34	
CDC45	
OFD1	
ANAPC1	
TAL1	
ENSA	
USP2	
MCM8	
CCDC8	
TRIAP1	
HMGA2	
PPAT	
MAP10	
FAM107A	
CNOT7	
EME2	
EGFR	
ABL1	
NCAPD3	
AURKB	
PDXP	
MKI67	
EDN3	
BID	
CTDSPL	
SPAG5	
CCND1	
GJC2	
MTA3	
HAUS2	
MDM4	
THAP1	
ODF2	
TFAP4	
STK4	
CDC16	
ATAD5	
GOLGA2	
GOLGA3	
PPP1R10	
INTS13	
RTKN	
TRIM36	
KIF11	
RAD51C	
DHFR	
SUN2	
MAU2	
STK39	
AKAP8	
HAUS1	
SPDL1	
USH1C	
ANGEL2	
OPTN	
USP16	
GFI1B	
TUBGCP4	
DNMT3A	
NCOR1	
LATS1	
MACROH2A1	
VPS4B	
HAUS8	
TGFB1	
TGFA	
EGF	
PDGFB	
HRAS	
CEP192	
MYC	
MSH2	
TOP2A	
RAD50	
FGFR1	
NEUROG1	
ERCC4	
BMP7	
ERCC2	
UBE2C	
FLNA	
PSMA5	
PSMB4	
ABRAXAS1	
ORC5	
TBCE	
FOXA1	
FOXG1	
RPS6KB1	
RCC1	
CHMP5	
EIF4EBP1	
NAE1	
CHMP1A	
RECQL5	
INHBA	
BCL6	
CDC7	
CDH13	
CDKN2D	
RPS3	
HECA	
WAPL	
CHTF8	
ZFP36L1	
HSF1	
CCL2	
KIF23	
CTDSP2	
CIT	
AURKAIP1	
CTDSP1	
CNEP1R1	
MAP3K1	
MCM5	
MCM4	
NAA50	
TTK	
CEP57	
E2F8	
WRAP73	
TUBAL3	
FBXL12	
RAB11A	
BTC	
CEP126	
SMPD3	
MDM2	
TUBA8	
DSCC1	
KHDRBS1	
PIDD1	
PSMB11	
KATNA1	
KDM8	
ABCB1	
VPS4A	
TICRR	
IQCB1	
USP29	
SPC25	
TRIM71	
PKP4	
HASPIN	
CENPJ	
SPDYA	
SFI1	
CDK18	
TAOK1	
DUSP1	
CSNK1D	
MCM10	
CDK1	
PIBF1	
RAD9A	
KIF2C	
GFI1	
AKT1	
JTB	
CCNB1	
NES	
IGF2	
GCC2	
CDK10	
INS	
CNOT9	
RANBP1	
PNPT1	
FBXO7	
BRSK2	
DYNLT3	
CLTCL1	
LIMK2	
INSR	
BRSK1	
SPICE1	
MAPK1	
CNTROB	
RPTOR	
TBCB	
PTPA	
GML	
CDC5L	
RAD52	
RCC2	
FBXO43	
INTS3	
PLK5	
ZW10	
XRCC1	
CFL1	
SLFN11	
RTEL1	
ORC1	
PLK2	
HNRNPU	
GTSE1	
H7BZZ5	
CNTRL	
SYCP2	
ANKRD17	
YEATS4	
ZNF655	
PSMD11	
CLTC	
TPPP	
TMEM8B	
CKS2	
AFAP1L2	
FOXN3	
CEP41	
KIF2B	
TUBG1	
SON	
MINK1	
NIN	
CDK4	
HAUS6	
CDK17	
CDK16	
CDK5	
CDK6	
PSMA8	
CDK3	
TUBA3C	
KLHDC8B	
WNT10B	
IL1B	
IL1A	
STAG2	
RBL1	
CRLF3	
HTT	
CDKN1C	
DBF4B	
TUBGCP3	
AKAP9	
PLK1	
VRK1	
CDCA8	
CDC6	
MAP3K3	
PHIP	
BRCA1	
PAFAH1B1	
MITD1	
EPB41	
RNASEH2B	
RPS27L	
CCNB3	
CKAP2	
MAPRE1	
NUDCD2	
MZT1	
TRIP13	
RB1	
ID2	
CEP76	
CYP1A1	
RPA3	
RDX	
CTNNB1	
NLE1	
POLE	
BCL2L1	
BAX	
STK3	
ANKRD53	
SKA2	
KIF4B	
TUBA1A	
E2F3	
MAP3K19	
BTN2A2	
PRMT1	
MAP11	
ARID3A	
CIB1	
MEPCE	
STAG1	
STMN1	
HAUS7	
TERF2	
TACC3	
CHMP7	
UBE2E1	
CCNG1	
NEK4	
NEK3	
NEK2	
SNX33	
MNAT1	
CCNH	
ACVR1B	
PSMD14	
CEP152	
PLK4	
EML1	
HAUS5	
CDK14	
ODAM	
DYNLT1	
DYNLL1	
NUP88	
KAT2A	
PPP2R2A	
MAP3K14	
TTN	
LGMN	
RHOC	
USP3	
DCLRE1B	
RAB35	
CCNE2	
CHEK2	
PAK4	
YWHAG	
DIS3L2	
CKAP2L	
SRA1	
SLF2	
ALMS1	
BRCA2	
TRIM39	
SGO1	
CARM1	
DNA2	
PAX6	
USP44	
DCUN1D3	
TFDP3	
TEX14	
KIF14	
RRS1	
MAP3K8	
NCAPD2	
ABRAXAS2	
MAD2L1BP	
PSMD6	
NCAPH	
NAA10	
PRKDC	
MAGI2	
RHOA	
GADD45GIP1	
TBL1XR1	
SAPCD2	
RINT1	
NUF2	
CCNF	
CDK2	
REEP3	
LIG1	
RBL2	
PBRM1	
FHL1	
CUL4B	
CUL4A	
CUL3	
CUL2	
CUL1	
SETD2	
CTC1	
STK33	
RAE1	
FGF10	
PSME2	
ROCK1	
PDS5A	
TAOK2	
UNC119	
CNOT2	
ORC2	
NOP53	
DYNC1I2	
PTTG2	
PTTG3P	
PSME3	
CENPC	
MIDEAS	
RPL26	
MAX	
ACTR10	
PHLDA1	
TEP1	
RBBP8	
LTO1	
PDCD6IP	
IKBKG	
STIL	
CEP55	
PPP5C	
DDX3X	
SDCBP	
MAP3K4	
CDK11B	
ASPM	
ARHGEF2	
STK25	
RHOU	
SENP2	
CETN2	
EML4	
STRADA	
MISP	
TUBB2A	
LSM11	
CEP97	
MAP2K2	
TIMP2	
TP53	
TOPBP1	
GBF1	
DUSP3	
NRK	
TPRA1	
MAP4K3	
IQGAP3	
TUBB4B	
UBA3	
TUBA4A	
TUBA1B	
CLSPN	
TTC19	
CDKN1B	
PTPN3	
CCNE1	
CCNA1	
TUBB4A	
PKD2	
DCTN2	
RIPK1	
USP37	
MRNIP	
PIN1	
FANCD2	
TUBB3	
SDCCAG8	
NUSAP1	
CHMP4A	
RTF2	
MZT2B	
EPGN	
MAPRE3	
PKIA	
TBCK	
KLHL18	
DDIAS	
NEK7	
GNAI1	
STK10	
STAT5B	
KIF18B	
SMC5	
PRCC	
PSMD1	
UBE2D1	
PSMD7	
TYMS	
CDKN1A	
PHOX2B	
PSMB7	
CAV2	
CACUL1	
ASNS	
SIRT2	
MECP2	
IQGAP1	
ANKLE2	
NCAPG2	
PCM1	
SKA3	
MEN1	
PSMD9	
PSMD12	
CUL9	
SNX9	
SEPTIN7	
RBX1	
ACVR1	
DMRT1	
E2F4	
RAN	
ORC6	
MAD1L1	
PARP3	
MTBP	
DYNC1LI1	
CUL7	
PSME4	
PRKCB	
NUMA1	
TTL	
NEK11	
ESRRB	
NOLC1	
KPNB1	
PSMD10	
BCL2	
ZMPSTE24	
GPNMB	
WDR62	
PINX1	
YPEL5	
MAD2L2	
SKA1	
KNSTRN	
MIS12	
MYBL2	
MYB	
ITGB1	
SBDS	
HSPA1B	
AGBL5	
RAB6C	
SUGT1	
DCDC1	
SPAST	
RTRAF	
TENT4A	
PCBP4	
TACC2	
ARF1	
ZNF268	
POC1A	
MCM6	
DMC1	
CALM3	
ORC3	
SMAD3	
MAP3K20	
EDN1	
TAOK3	
CCNA2	
FBXO5	
TTYH1	
BOD1	
MZT2A	
PSMC6	
EFHC1	
NUP62	
PSMA4	
PSMA3	
PSMA2	
PSMA1	
KDF1	
KIF4A	
NFE2L1	
ZWINT	
HES1	
BECN1	
MLH1	
CDK5RAP3	
PRDM5	
PSMC2	
ZSCAN4	
ANAPC10	
CHMP4B	
HSPA2	
SMOC2	
YWHAE	
NEXMIF	
MAP2K6	
SIRT1	
CTDP1	
FAM161A	
SEH1L	
FLCN	
PSMB1	
MUC1	
PPME1	
RPA2	
CHMP4C	
CHFR	
FBXL8	
RHOB	
HIRA	
EIF4G1	
FGFR1OP	
LRP5	
MAP4K5	
CNOT3	
STAMBP	
CNOT4	
APPL2	
NSL1	
INO80	
PDS5B	
MYBL1	
SLC34A1	
PCID2	
ID4	
ORC4	
OXSR1	
CNOT11	
USP17L2	
FBXL3	
FBXL21P	
CDKN3	
AJUBA	
TUBB	
KLF4	
PSMD13	
CCNO	
EME1	
PSMC3	
CDC14A	
PTPN6	
CYLD	
PPP1R12B	
ZNRD2	
RAD21	
MIIP	
RGCC	
RAD51	
MAP9	
E2F1	
Q9H521	
TPD52L1	
SPTBN1	
DONSON	
ATM	
TIPIN	
SKP2	
TMOD3	
CEP72	
RIOK2	
ANAPC11	
KIFC1	
DACT1	
PAK5	
ACTR1A	
SPHK1	
SETDB2	
KLF11	
SIN3A	
HAUS3	
PDGFRB	
BIRC5	
PPP2R2D	
HDAC3	
CDK5RAP2	
AURKA	
PPP1R12A	
TP73	
TUBB2B	
KATNB1	
AATF	
RAD51B	
GADD45A	
CCNJ	
NDE1	
BTG4	
MAD2L1	
NABP1	
MAP3K2	
POLDIP2	
CTDNEP1	
ACTR1B	
MASTL	
CLIP1	
LPIN1	
GINS1	
MAPKBP1	
CCNY	
SMC1A	
MELK	
MDC1	
ESPL1	
CEP78	
KCNH5	
USP8	
TUBE1	
FBXL7	
RACGAP1	
PSMD5	
MAK	
KIF25	
E2F7	
CHMP3	
TTC28	
CHMP6	
ZFP36L2	
CD28	
NASP	
BANF1	
BUB3	
BUB1	
TADA3	
ZNF207	
LCMT1	
PRC1	
PLRG1	
CHMP2A	
BRINP3	
PTPN11	
KATNBL1	
NACC2	
SPRY1	
APEX1	
RPA1	
CDC14B	
TUBGCP2	
CDK15	
SMARCD3	
CEP290	
KIF3B	
ZNF385A	
ARHGEF10	
TUBA3E	
MAP4K1	
